model_name,epoch,train_accuracy,val_accuracy,train_loss,val_loss
VGG_net,0,0.0409333333333333,0.0845333333333333,5.073446365102132,3.816990569559733
VGG_net,1,0.053,0.1552,4.075369637298584,3.530971141688029
VGG_net,2,0.0722,0.1906666666666666,3.791124675496419,3.1781254797617597
VGG_net,3,0.0972666666666666,0.2048,3.541949275080363,2.988061903381348
VGG_net,4,0.1748,0.3733333333333333,3.040959744389852,2.190673740641276
VGG_net,5,0.4351333333333333,0.7149333333333333,1.9279425495783489,0.8947432049751282
VGG_net,6,0.6512666666666667,0.8352,1.1631923661549886,0.5585291471322378
VGG_net,7,0.7496666666666667,0.8770666666666667,0.8276414149284362,0.3877508628964424
VGG_net,8,0.8039333333333334,0.8744,0.6404082427024841,0.3983397148211797
VGG_net,9,0.8393333333333334,0.8970666666666667,0.5334008150100708,0.3182032238307098
VGG_net,10,0.8562,0.8834666666666666,0.4678727078119913,0.3699776012500127
VGG_net,11,0.8776666666666667,0.9042666666666668,0.4031682844440142,0.302889134089152
VGG_net,12,0.8817333333333334,0.9010666666666668,0.3781647750178973,0.3097232406874498
VGG_net,13,0.895,0.9170666666666668,0.3290284764289856,0.2580451335211595
VGG_net,14,0.9038,0.9181333333333334,0.3120214302142461,0.2809119540095329
VGG_net,15,0.9079333333333334,0.9237333333333332,0.2847335820396741,0.2572408745457729
VGG_net,16,0.9154666666666668,0.9205333333333332,0.2573212656696637,0.2722029504885276
VGG_net,17,0.9238,0.9245333333333332,0.2478529822985331,0.2513472581466039
VGG_net,18,0.9313333333333332,0.9093333333333332,0.2174287545889616,0.3320037722587585
VGG_net,19,0.9320666666666668,0.9272,0.2103955436473091,0.254646545099467
