model_name,epoch,train_accuracy,val_accuracy,train_loss,val_loss
AlexNet,0,0.0086,0.0112,6.585934083811442,4.808786039225261
AlexNet,1,0.010066666666666666,0.008266666666666667,4.787467820485433,4.775494630940755
AlexNet,2,0.012933333333333333,0.0184,4.749885670471191,4.667666843159994
AlexNet,3,0.109,0.2832,3.6859581431070962,2.4162308080037436
AlexNet,4,0.42866666666666664,0.6472,1.8832851253509522,1.0928670536677043
AlexNet,5,0.6838,0.7965333333333333,0.986850826994578,0.6260808142026265
AlexNet,6,0.7864,0.8378666666666666,0.6622637389500936,0.4960998319307963
AlexNet,7,0.8304,0.8618666666666667,0.522385129181544,0.4147441218058268
AlexNet,8,0.8537333333333333,0.8786666666666667,0.4391627857208252,0.381422375869751
AlexNet,9,0.8718,0.8872,0.38303252736727395,0.3502511489232381
AlexNet,10,0.8875333333333333,0.8744,0.32863916036287943,0.3873647212028503
AlexNet,11,0.898,0.8890666666666667,0.30114872837066653,0.3366868443330129
AlexNet,12,0.9067333333333333,0.8938666666666667,0.27090981561342875,0.32996916421254474
AlexNet,13,0.9151333333333334,0.8949333333333334,0.2486365417321523,0.3259979079246521
AlexNet,14,0.9212,0.8976,0.22753907850583394,0.3059393570423126
AlexNet,15,0.9227333333333333,0.8978666666666667,0.22195251089731852,0.3259119556109111
AlexNet,16,0.9319333333333333,0.9032,0.19629283861319224,0.2987829288005829
AlexNet,17,0.9360666666666667,0.8989333333333334,0.18108930610815685,0.3196991358915965
AlexNet,18,0.9421333333333334,0.9066666666666666,0.16740453368822733,0.3163547814687093
AlexNet,19,0.9402666666666667,0.9034666666666666,0.16812719972133636,0.30508500606218975
